2021-11-19 19:44:33,811 INFO  Logger.cs: 70 - 
2021-11-19 21:06:09,931 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in model1-1
2021-11-19 21:06:09,931 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DB_assembly1
2021-11-19 21:06:09,931 INFO  ExportHelperExtension.cs: 1136 - Found 27 in DB_assembly1
2021-11-19 21:06:09,932 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in DB_assembly1
2021-11-19 21:06:09,932 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-19 21:06:09,932 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2021-11-19 21:06:09,932 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from frontWheel_fork-1
2021-11-19 21:06:09,933 INFO  ExportHelperExtension.cs: 1136 - Found 28 in frontWheel_fork-1
2021-11-19 21:06:09,933 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in frontWheel_fork-1
2021-11-19 21:06:09,934 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from model1-1
2021-11-19 21:06:09,952 INFO  ExportHelperExtension.cs: 1136 - Found 70 in model1-1
2021-11-19 21:06:09,953 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in model1-1
2021-11-19 21:06:10,158 INFO  SwAddin.cs: 339 - Loading config tree
2021-11-19 21:06:10,162 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-11-19 21:06:10,164 INFO  SwAddin.cs: 344 - Showing property manager
2021-11-19 21:06:15,735 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-19 21:07:19,369 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-19 21:07:39,012 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-19 21:07:50,448 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-19 21:07:51,820 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-19 21:08:01,585 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2021-11-19 21:08:03,028 INFO  ExportHelperExtension.cs: 347 - Creating joint froontWheel_fork
2021-11-19 21:08:03,036 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2021-11-19 21:08:03,038 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2021-11-19 21:08:03,039 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2021-11-19 21:08:03,241 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2021-11-19 21:08:03,246 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2021-11-19 21:08:03,247 INFO  ExportHelperExtension.cs: 849 - L1: 0
2021-11-19 21:08:03,247 INFO  ExportHelperExtension.cs: 857 - L2: 0
2021-11-19 21:08:04,472 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child froontWheel_fork failed
2021-11-19 21:08:04,593 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DB_assembly1
2021-11-19 21:08:04,599 INFO  ExportHelperExtension.cs: 1136 - Found 32 in DB_assembly1
2021-11-19 21:08:04,599 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in DB_assembly1
2021-11-19 21:08:04,599 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-19 21:08:04,600 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2021-11-19 21:08:04,600 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from frontWheel_fork-1
2021-11-19 21:08:04,600 INFO  ExportHelperExtension.cs: 1136 - Found 28 in frontWheel_fork-1
2021-11-19 21:08:04,600 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in frontWheel_fork-1
2021-11-19 21:08:04,601 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from model1-1
2021-11-19 21:08:04,601 INFO  ExportHelperExtension.cs: 1136 - Found 70 in model1-1
2021-11-19 21:08:04,601 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in model1-1
2021-11-19 21:08:04,602 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DB_assembly1
2021-11-19 21:08:04,602 INFO  ExportHelperExtension.cs: 1136 - Found 32 in DB_assembly1
2021-11-19 21:08:04,602 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in DB_assembly1
2021-11-19 21:08:04,602 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-19 21:08:04,603 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2021-11-19 21:08:04,603 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from frontWheel_fork-1
2021-11-19 21:08:04,603 INFO  ExportHelperExtension.cs: 1136 - Found 28 in frontWheel_fork-1
2021-11-19 21:08:04,604 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in frontWheel_fork-1
2021-11-19 21:08:04,604 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from model1-1
2021-11-19 21:08:04,604 INFO  ExportHelperExtension.cs: 1136 - Found 70 in model1-1
2021-11-19 21:08:04,605 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in model1-1
2021-11-19 21:08:04,663 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-19 21:10:22,956 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2021-11-19 21:10:22,960 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
